C,Consent Given,ID_Removed,20,Female,VLFI Score,2.875,Corsi Experimental,10/02/2022 16:46,7,766,Practice,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1, 10s,Archer4,4,"['1', '2', '3', '4', '5', '7', '6'] = 5/7",0.714285714,1, 1 second,Boomerang5,5,"['2', '1', '3', '4', '5', '6', '7'] = 5/7",0.714285714,10, 10 seconds,Boxing5,5,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1,300, 5 minutes,Bus3,3,"['3', '2', '1', '5', '6', '7', '4'] = 1/7",0.142857143,300, 5 minutes,Dog3,3,"['1', '2', '3', '4', '5', '7', '6'] = 5/7",0.714285714,10, 10 seconds,Sailor4,4,"['1', '5', '2', '3', '4', '7', '6'] = 1/7",0.142857143,7200, 5 hours ,0.571428571,"someone won something, man was on stage, 3 people sitting down. Envelope in card",3,"Boxing match. Men were standing there, then 3 punches, then he fell.",5,sailing ship to find land map with picture of land and directions. him sailing and then when he found land.,3,"man threw ball to dog, dog came back with ball.",4,man threw frisabbe( thing that comes back forgot name) and got hit in head whilst waiting. ,5,"waiting for bus. women on one panel, not sure what doing, that gets on bus",3,dont know,stand there,no idea,mousatche ,no idea,3,692
A,Consent Given,ID_Removed,31,Male,VLFI Score,15.75,Digit Experimental,16/02/2022 10:28,7,729,Practice,"5239017 = ['5', '2', '9', '3', '9', '0', '1'] = 2/7",0.285714286,20 minutes,Archer5,5,"7389506 = ['7', '3', '8', '5', '9', '0', '6'] = 5/7",0.714285714,15,15 seconds,Boomerang3,3,"8214790 = ['8', '2', '1', '4', '7', '9', '0'] = 7/7",1,15,15 seconds,Boxing3,3,"8045219 = ['8', '0', '4', '5', '2', '1', '9'] = 7/7",1,10,10 seconds,Bus4,4,"0649218 = ['0', '6', '4', '9', '2', '1', '8'] = 7/7",1,60,1 minute,Dog4,4,"0457932 = ['0', '4', '5', '7', '9', '3', '2'] = 7/7",1,30,30 seconds,Sailor5,5,"1589432 = ['1', '4', '2', '9', '7', '5', '8'] = 2/7",0.285714286,14400,2 hours,0.833333333,A man shot an arrow,5,A man knocked someone out,3,A man waited for a bus,4,A man sailed to an island,4,A man threw a boomerang that hit him,3,A man threw a ball for a dog,4,No pattern,Looked at his watch,2,305,3,Beard and moustache,503
C,Consent Given,ID_Removed,20,Female,VLFI Score,8.5,VPT Experimental,18/02/2022 15:59,22,766,Practice,"[2, 3, 4, 5, 8, 11, 12, 15, '-', '-', '-'] = 6/11",0.545454545, 10 seconds,Archer4,4,"[3, 4, 5, 6, 7, 8, 9, 10, 11, '-', '-'] = 9/11",0.818181818,120, 2 minutes,Boomerang5,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, '-'] = 10/11",0.909090909,420, 7 minutes,Boxing5,5,"[1, 3, 4, 7, 8, 10, 11, 12, 14, 15, '-'] = 7/11",0.636363636,900, 15 minutes,Bus3,3,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 22, '-'] = 9/11",0.818181818,600, 10 minutes,Dog3,3,"[3, 4, 6, 7, 8, 9, 10, 11, 18, '-', '-'] = 8/11",0.727272727,30, 30 seconds,Sailor4,4,"[1, 4, 7, 8, 9, 10, 15, 17, '-', '-', '-'] = 6/11",0.545454545,1200, 3 hours,0.742424242,i dont remember.,10,there was a dog catching the ball from the owner,10,there was a guy waiting for the bus,8,there was a guy in the boxing ring practicing boxing or doing a boxing match,10,there was a guy sailing searching for an island and came to shore,9,i dont remember,7,4,5,not sure,not sure,a beard,singing,715
A,Consent Given,ID_Removed,18,Female,VLFI Score,8.5,Corsi Experimental,18/02/2022 17:03,6,657,Practice,"['1', '3', '2', '4', '5', '6'] = 4/6",0.666666667, 15 seconds,Archer5,5,"['5', '2', '6', '4', '3', '1'] = 2/6",0.333333333,5, 5 seconds,Boomerang3,3,"['1', '2', '3', '5', '4', '6'] = 4/6",0.666666667,5, 5 seconds,Boxing3,3,"['1', '2', '3', '6', '5', '4'] = 4/6",0.666666667,10, 10 seconds,Bus4,4,"['3', '2', '1', '4', '5', '6'] = 4/6",0.666666667,30, 30 seconds,Dog4,4,"['1', '4', '3', '2', '5', '6'] = 4/6",0.666666667,15, 15 seconds,Sailor5,5,"['1', '2', '3', '4', '5', '6'] = 6/6",1,120, 2 hours,0.666666667,man throwing a ball for his dog and dog bringing it back to  him,4,"man on a ship looking for land, manages to get to it",4,man throwing a boomerang and hitting himself in the head,3,"man being awarded for something, opening the letter to see who the winner is",4,"two fighters, one punches the other and gets knocked out",3,/,/,striped ,5,a beard,4,3,looked at his watch,708
B,Consent Given,ID_Removed,20,Male,VLFI Score,8.875,Digit Experimental,23/02/2022 12:05,4,433,Practice,"0931 = ['0', '9', '3', '1'] = 4/4",1,30 seconds,Archer3,3,"1732 = ['1', '7', '3', '2'] = 4/4",1,5,5 seconds,Boomerang4,4,"8019 = ['8', '0', '1', '9'] = 4/4",1,15,15 seconds,Boxing4,4,"3154 = ['3', '1', '5', '4'] = 4/4",1,60,1 minute,Bus5,5,"1072 = ['1', '0', '7', '2'] = 4/4",1,480,8 minutes,Dog5,5,"1460 = ['1', '4', '6', '0'] = 4/4",1,35,35 seconds,Sailor3,3,"8317 = ['8', '3', '1', '7'] = 4/4",1,7200,4 hours,1,/,3,A man getting knocked out in a boxing match,4,A person playing fetch with a tennis ball,3,A man sailing and checking his map before arriving on land,4,A man waiting for the bus whilst checking his watch,3,A man threw a boomarang and it hit him in the head ,3,Check his watch,/,205,/,3,/,787
A,Consent Given,ID_Removed,26,Male,VLFI Score,11,VPT Experimental,24/02/2022 14:09,18,626,Practice,"[1, 2, 3, 4, 5, 7, 9, 10, '-'] = 7/9",0.777777778, 20 seconds ,Archer5,5,"[1, 2, 3, 4, 5, 7, 8, 9, '-'] = 8/9",0.888888889,5, 5 seconds,Boomerang3,3,"[1, 2, 3, 4, 5, 6, 7, '-', '-'] = 7/9",0.777777778,30, 30 seconds,Boxing3,3,"[1, 2, 6, 9, 11, 17, '-', '-', '-'] = 4/9",0.444444444,2, 2 seconds,Bus4,4,"[2, 3, 4, 6, 7, 16, '-', '-', '-'] = 5/9",0.555555556,300, 5 minutes,Dog4,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9] = 9/9",1,30, 30 seconds ,Sailor5,5,"[1, 2, 3, 5, 8, 14, '-', '-', '-'] = 5/9",0.555555556,3600, 20 minutes,0.703703704,archery ,4,Man reached the island ,5,Knockout ,4,boomerang hit man on the head ,4,The dog fetched the ball,5,the buss was late,4,stripes,201,look at his watch,2,beard,2,610
B,Consent Given,ID_Removed,19,Male,VLFI Score,8,Corsi Experimental,24/02/2022 15:04,7,745,Practice,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1, 10 seconds,Archer3,3,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1,30, 30 seconds,Boomerang4,4,"['3', '2', '5', '6', '4', '1', '7'] = 2/7",0.285714286,20, 20 seconds,Boxing4,4,"['1', '2', '3', '4', '5', '6', '7'] = 7/7",1,20, 20 seconds,Bus5,5,"['1', '2', '3', '5', '6', '4', '7'] = 4/7",0.571428571,60, 1 minute,Dog5,5,"['1', '5', '3', '4', '2', '7', '6'] = 3/7",0.428571429,20, 20 seconds,Sailor3,3,"['6', '3', '4', '7', '5', '1', '2'] = 1/7",0.142857143,172800, 2 minutes,0.571428572,Dog chased a ball thrown by it's owner and gave it back,4,Archer shot a bow and hit the bullseye,3,Captain on his ship gets lost on an island,3,Man waits for his bus at 5:01,4,Man throws boomerang and hits himself on the head,4,/,/,None,45,3,3,stood still waiting,none,646
C,Consent Given,ID_Removed,31,Female,VLFI Score,11,Digit Experimental,25/02/2022 12:03,6,659,Practice,"124896 = ['1', '2', '4', '8', '9', '6'] = 6/6",1,3 minutes,Archer4,4,"961843 = ['9', '6', '1', '8', '4', '3'] = 6/6",1,60,1minute,Boomerang5,5,"135978 = ['1', '3', '5', '9', '7', '8'] = 6/6",1,120,2 minutes,Boxing5,5,"125903 = ['1', '2', '5', '9', '0', '3'] = 6/6",1,2700,45 minutes,Bus3,3,"805246 = ['8', '0', '5', '2', '4', '6'] = 6/6",1,900,15 minutes,Dog3,3,"548106 = ['5', '4', '8', '1', '0', '6'] = 6/6",1,50,50 seconds,Sailor4,4,"235108 = ['2', '3', '5', '1', '0', '8'] = 6/6",1,25,2 hours,1,throwing ball for dog,4,boomerang,5,sailing boat to shore,4,boxing match,5,waiting for bus ,3,firing arrow,4,goatee,1,3,2,"look at his watch, whistle",none,695
B,Consent Given,ID_Removed,18,Female,VLFI Score,4.25,VPT Experimental,25/02/2022 14:03,14,636,Practice,"[2, 7, 8, 10, 11, 12, 14] = 2/7",0.285714286, 3 seconds,Archer3,3,"[1, 4, 5, 6, 10, 11, 12] = 4/7",0.571428571,5, 5 seconds,Boomerang4,4,"[1, 2, 3, 4, 5, 6, 10] = 6/7",0.857142857,120, 2 minutes,Boxing4,4,"[1, 3, 4, 5, 7, 14, '-'] = 5/7",0.714285714,60, 1 minute ,Bus5,5,"[2, 4, 5, 6, 8, 10, 14] = 4/7",0.571428571,180, 3 minutes,Dog5,5,"[1, 2, 3, 4, 5, 6, 7] = 7/7",1,20, 20 seconds,Sailor3,3,"[1, 2, 3, 4, 5, 6, 7] = 7/7",1,600, 1 hour,0.785714286,a guy shooting a bow and arrow,3,a boxing ring where there was a knockout,4,a sailor looking at a map and finding shore,3,a boomerang hitting a man in the head after throwing it ,4,a dog running for a ball after it was thrown ,4,a man waiting for the bus,5,3,53,look at his watch,stripes ,2,had a moustache,609
C,Consent Given,ID_Removed,18,Male,VLFI Score,16.5,Corsi Experimental,25/02/2022 17:04,5,507,Practice,"['4', '2', '1', '3', '5'] = 2/5",0.4,15,Archer4,4,"['1', '2', '3', '4', '5'] = 5/5",1,10, 10 seconds,Boomerang5,5,"['1', '2', '3', '4', '5'] = 5/5",1,60, 1 minute,Boxing5,5,"['1', '2', '3', '4', '5'] = 5/5",1,120, 2 minutes,Bus3,3,"['1', '2', '3', '4', '5'] = 5/5",1,1800, 30 minutes,Dog3,3,"['1', '2', '3', '4', '5'] = 5/5",1,30, 30 seconds,Sailor4,4,"['1', '2', '4', '5', '3'] = 2/5",0.4,14400, 48 hours,0.9,A man sailed to an island,4,Archer hits target after sweating,4,Man gets onto a bus,4,Man gets hit by his boomerang after throwing it,5,Man playing fetch with a dog,4,Boxing match and knockout,5,3,striped,a woman,whistle,a mustasche,one,605
A,Consent Given,ID_Removed,20,Female,VLFI Score,5.5,Digit Experimental,02/03/2022 11:04,4,522,Practice,"3965 = ['3', '9', '6', '5'] = 4/4",1,12,Archer5,5,"1592 = ['1', '5', '9', '2'] = 4/4",1,8,8 seconds ,Boomerang3,3,"2613 = ['2', '6', '1', '3'] = 4/4",1,10,10 seconds ,Boxing3,3,"0567 = ['0', '5', '6', '7'] = 4/4",1,20,20 seconds ,Bus4,4,"0934 = ['0', '9', '3', '4'] = 4/4",1,6,6 seconds ,Dog4,4,"6518 = ['6', '5', '1', '8'] = 4/4",1,10,10 seconds ,Sailor5,5,"1305 = ['1', '3', '0', '5'] = 4/4",1,300,25 seconds,1,/,4,/,/,/,/,/,/,A dog was playing fetch with a man throwing a ball. ,4,A man was waiting for a bus and was checking the time.,5,206,none,none,4,3,listen to music/sing ,626
C,Consent Given,ID_Removed,19,Female,VLFI Score,8,VPT Experimental,11/03/2022 10:01,20,734,Practice,"[2, 3, 4, 6, 7, 13, 14, '-', '-', '-'] = 5/10",0.5, 1 minute,Archer4,4,"[2, 4, 5, 6, 9, 10, 11, 19, 20, '-'] = 6/10",0.6,20, 20 seconds,Boomerang5,5,"[1, 2, 6, 7, 8, 10, 11, 13, 14, 17] = 6/10",0.6,10, 10 seconds,Boxing5,5,"[1, 2, 3, 4, 6, 7, 9, 10, '-', '-'] = 8/10",0.8,240, 4 minutes,Bus3,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, '-'] = 9/10",0.9,180, 3 minutes,Dog3,3,"[1, 2, 3, 4, 5, 6, 8, 9, '-', '-'] = 8/10",0.8,50, 50 seconds,Sailor4,4,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 20] = 8/10",0.8,600, 10 minutes,0.75,"man waiting for bus he checks watch, sees lady go past, bus comes",3,/,/,"archer is getting ready to aim, pulls back arrow, and lets go hitting the target",3,"man throws boomerang, it flies and then hits someones head",3,"two boxers in the ring, few punches, one boxer down",3,"man on boat, taken to shore; is now off the boat",3,4,3,stand still,square,eyebrow,208,769
A,Consent Given,ID_Removed,19,Female,VLFI Score,6.25,Corsi Experimental,16/03/2022 12:04,6,624,Practice,"['1', '2', '3', '4', '5', '6'] = 6/6",1, 2 minutes,Archer5,5,"['1', '6', '2', '3', '5', '4'] = 2/6",0.333333333,5, 5 seconds,Boomerang3,3,"['1', '2', '3', '4', '5', '6'] = 6/6",1,30, 30 seconds,Boxing3,3,"['1', '2', '6', '3', '4', '5'] = 2/6",0.333333333,600, 10 minutes,Bus4,4,"['1', '2', '3', '4', '5', '6'] = 6/6",1,300, 5 minutes,Dog4,4,"['4', '2', '1', '1', '6', '3'] = 1/6",0.166666667,45, 45 seconds,Sailor5,5,"['3', '1', '2', '6', '4', '5'] = 0/6",0,1800, 4 hours,0.472222222,/,/,/,3,a man playing frisbe,4,a man playing fech with his dog,3,a person on a boat sailing to shore ,4,a man doing archery,4,a beard,2,stripes,10,3,waited,597
B,Consent Given,ID_Removed,18,Female,VLFI Score,12.625,Digit Experimental,16/03/2022 13:05,5,532,Practice,"47925 = ['4', '7', '9', '2', '5'] = 5/5",1,15 seconds,Archer3,3,"26759 = ['2', '6', '7', '5', '9'] = 5/5",1,10,10 seconds,Boomerang4,4,"69582 = ['6', '9', '5', '8', '2'] = 5/5",1,15,15 seconds,Boxing4,4,"75691 = ['7', '5', '6', '9', '0'] = 4/5",0.8,45,45 seconds,Bus5,5,"09654 = ['7', '9', '6', '5', '4'] = 4/5",0.8,60,1 minute,Dog5,5,"73840 = ['7', '3', '8', '4', '0'] = 5/5",1,30,30 seconds,Sailor3,3,"12546 = ['1', '2', '5', '4', '6'] = 5/5",1,300,5 minutes,0.933333333,/,/,Playing fetch with a dog,4,Boomerang4,4,Man waiting for a bus,4,Boxing match,4,Sailor trying to find an island,3,2,101,3,Looked at his watch,Beard,Stripes,605
A,Consent Given,ID_Removed,21,Female,VLFI Score,4,VPT Experimental,16/03/2022 16:01,22,802,Practice,"[1, 3, 4, 6, 7, 8, 9, 10, 11, 19, 20] = 9/11",0.818181818, 5 seconds,Archer5,5,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 15] = 10/11",0.909090909,4, 4 seconds,Boomerang3,3,"[3, 4, 5, 10, 14, 17, 18, 19, 22, '-', '-'] = 4/11",0.363636364,10, 10 seconds,Boxing3,3,"[1, 2, 5, 7, 8, 9, 13, 18, 19, 20, '-'] = 6/11",0.545454545,600, 10 minutes,Bus4,4,"[1, 4, 5, 6, 7, 9, 10, 11, 19, 20, '-'] = 8/11",0.727272727,600, 10 minutes,Dog4,4,"[1, 2, 4, 5, 6, 7, 8, 10, 11, 17, 20] = 9/11",0.818181818,60, 1 minute,Sailor5,5,"[2, 6, 7, 10, 11, 13, 15, 19, 20, 22, '-'] = 5/11",0.454545455,1800, 10 minutes,0.636363636,/,4,/,4,dog fetching a ball,4,being hit by a frisbee,4,archery,4,waiting for the bus,4,10,beard,3,not sure,tap his foot,5,440
B,Consent Given,ID_Removed,19,Female,VLFI Score,3.25,Corsi Experimental,17/03/2022 11:03,6,717,Practice,"['3', '1', '2', '4', '5', '6'] = 3/6",0.5, 30 seconds,Archer3,3,"['1', '5', '5', '4', '2', '3'] = 2/6",0.333333333,30, 30 seconds,Boomerang4,4,"['3', '1', '2', '4', '5', '6'] = 3/6",0.5,300, 5 minutes,Boxing4,4,"['1', '3', '2', '4', '5', '6'] = 4/6",0.666666667,20, 20 seconds,Bus5,5,"['1', '3', '2', '4', '5', '6'] = 4/6",0.666666667,900, 15 minutes,Dog5,5,"['2', '1', '3', '5', '6', '4'] = 1/6",0.166666667,30, 30 seconds,Sailor3,3,"['1', '2', '3', '4', '5', '6'] = 6/6",1,1800, 30 minutes,0.555555556,man throwing a ball for his dog,4,man throwing a boomerang,4,man knocking out another man in boxing match,4,man shooting an arrow,3,man waiting for the bus,4,sailor using a map to finds the beach,3,0,moustache,106,a stripe,3,sang a tune,649
